Date,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Espresso,Herbal Tea,Tea,Regular,East,South,West,Small Market,Colorado,Connecticut,Florida,Illinois,Iowa,Louisiana,Massachusetts,Missouri,Nevada,New Hampshire,New Mexico,New York,Ohio,Oklahoma,Oregon,Texas,Utah,Washington,Wisconsin
2010-04-01,130.0,100.0,160.0,260.0,105.0,145.0,245.0,100.0,40.0,28.0,822.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-10-01,140.0,110.0,170.0,280.0,171.0,157.0,282.0,108.0,42.0,30.0,971.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-03-01,110.0,90.0,140.0,230.0,135.0,126.0,227.0,87.0,35.0,24.0,756.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010-01-01,30.0,30.0,50.0,80.0,20.0,55.0,93.0,38.0,35.0,12.0,241.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-02-01,40.0,30.0,60.0,90.0,25.0,60.0,101.0,41.0,35.0,13.0,236.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-03-01,40.0,40.0,60.0,100.0,29.0,64.0,107.0,43.0,35.0,13.0,231.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-04-01,40.0,40.0,70.0,110.0,33.0,72.0,121.0,49.0,39.0,15.0,241.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-05-01,40.0,40.0,70.0,110.0,35.0,74.0,125.0,51.0,39.0,16.0,265.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-06-01,50.0,50.0,80.0,130.0,41.0,82.0,138.0,56.0,41.0,17.0,302.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-07-01,70.0,50.0,90.0,140.0,49.0,90.0,151.0,61.0,41.0,19.0,329.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-01,70.0,50.0,90.0,140.0,48.0,90.0,151.0,61.0,42.0,19.0,322.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-09-01,50.0,40.0,70.0,110.0,33.0,71.0,120.0,49.0,38.0,15.0,315.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-10-01,60.0,30.0,60.0,90.0,33.0,71.0,120.0,49.0,38.0,15.0,310.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-11-01,40.0,40.0,60.0,100.0,30.0,67.0,113.0,46.0,37.0,14.0,316.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-12-01,50.0,40.0,70.0,110.0,37.0,75.0,127.0,52.0,38.0,16.0,327.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-01-01,30.0,30.0,50.0,80.0,31.0,55.0,104.0,38.0,37.0,12.0,241.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-02-01,40.0,30.0,60.0,90.0,37.0,60.0,108.0,41.0,35.0,13.0,236.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-01,40.0,40.0,60.0,100.0,43.0,64.0,114.0,43.0,35.0,13.0,231.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-01,40.0,40.0,70.0,110.0,49.0,72.0,129.0,49.0,39.0,15.0,241.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-05-01,40.0,40.0,70.0,110.0,48.0,74.0,124.0,51.0,36.0,16.0,265.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-06-01,50.0,50.0,80.0,130.0,57.0,82.0,137.0,56.0,38.0,17.0,302.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-07-01,70.0,50.0,90.0,140.0,68.0,90.0,150.0,61.0,38.0,19.0,329.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-08-01,70.0,50.0,90.0,140.0,66.0,90.0,150.0,61.0,39.0,19.0,322.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-09-01,50.0,40.0,70.0,110.0,49.0,71.0,128.0,49.0,38.0,15.0,315.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-10-01,60.0,30.0,60.0,90.0,49.0,71.0,128.0,49.0,38.0,15.0,310.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-11-01,40.0,40.0,60.0,100.0,45.0,67.0,120.0,46.0,37.0,14.0,316.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-12-01,50.0,40.0,70.0,110.0,55.0,75.0,135.0,52.0,38.0,16.0,327.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-01-01,40.0,40.0,70.0,110.0,25.0,72.0,120.0,48.0,47.0,15.0,372.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-02-01,30.0,40.0,60.0,100.0,23.0,69.0,114.0,45.0,46.0,14.0,366.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-03-01,40.0,40.0,70.0,110.0,26.0,72.0,119.0,47.0,46.0,15.0,361.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-04-01,40.0,40.0,70.0,110.0,27.0,75.0,125.0,50.0,48.0,16.0,372.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-05-01,50.0,40.0,80.0,120.0,31.0,80.0,132.0,52.0,49.0,17.0,397.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-06-01,60.0,50.0,90.0,140.0,42.0,94.0,156.0,62.0,52.0,20.0,436.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-07-01,60.0,60.0,90.0,150.0,43.0,96.0,160.0,64.0,53.0,21.0,467.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-01,60.0,60.0,90.0,150.0,44.0,96.0,160.0,64.0,52.0,21.0,460.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-09-01,50.0,50.0,80.0,130.0,34.0,84.0,139.0,55.0,50.0,18.0,453.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-10-01,50.0,30.0,60.0,90.0,24.0,69.0,114.0,45.0,45.0,14.0,447.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-11-01,30.0,30.0,60.0,90.0,20.0,66.0,109.0,43.0,46.0,14.0,452.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-12-01,30.0,40.0,60.0,100.0,28.0,74.0,122.0,48.0,46.0,15.0,462.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-01-01,40.0,40.0,70.0,110.0,39.0,72.0,134.0,48.0,49.0,15.0,372.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-02-01,30.0,40.0,60.0,100.0,34.0,69.0,121.0,45.0,46.0,14.0,366.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-01,40.0,40.0,70.0,110.0,39.0,72.0,127.0,47.0,46.0,15.0,361.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-01,40.0,40.0,70.0,110.0,40.0,75.0,133.0,50.0,48.0,16.0,372.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-05-01,50.0,40.0,80.0,120.0,43.0,80.0,131.0,52.0,46.0,17.0,397.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-06-01,60.0,50.0,90.0,140.0,58.0,94.0,155.0,62.0,48.0,20.0,436.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-07-01,60.0,60.0,90.0,150.0,59.0,96.0,159.0,64.0,49.0,21.0,467.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-08-01,60.0,60.0,90.0,150.0,61.0,96.0,159.0,64.0,48.0,21.0,460.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-09-01,50.0,50.0,80.0,130.0,50.0,84.0,148.0,55.0,50.0,18.0,453.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-10-01,50.0,30.0,60.0,90.0,36.0,69.0,121.0,45.0,45.0,14.0,447.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-11-01,30.0,30.0,60.0,90.0,30.0,66.0,116.0,43.0,46.0,14.0,452.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-12-01,30.0,40.0,60.0,100.0,42.0,74.0,130.0,48.0,46.0,15.0,462.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-01-01,20.0,10.0,30.0,40.0,11.0,26.0,43.0,17.0,15.0,4.0,777.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-01-01,20.0,10.0,30.0,40.0,17.0,26.0,48.0,17.0,16.0,4.0,777.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-01-01,0.0,30.0,50.0,80.0,-10.0,53.0,90.0,37.0,63.0,34.0,261.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-02-01,10.0,40.0,60.0,100.0,-7.0,61.0,104.0,43.0,68.0,39.0,256.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-03-01,10.0,40.0,60.0,100.0,-7.0,63.0,107.0,44.0,70.0,40.0,251.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-04-01,10.0,40.0,60.0,100.0,-6.0,63.0,107.0,44.0,69.0,40.0,261.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-05-01,10.0,40.0,60.0,100.0,-7.0,61.0,104.0,43.0,68.0,39.0,282.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-06-01,20.0,40.0,80.0,120.0,-4.0,73.0,125.0,52.0,77.0,47.0,313.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-07-01,10.0,50.0,80.0,130.0,-1.0,82.0,141.0,59.0,83.0,53.0,338.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-01,10.0,60.0,80.0,140.0,1.0,88.0,151.0,63.0,87.0,57.0,332.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-09-01,10.0,40.0,60.0,100.0,-7.0,62.0,106.0,44.0,69.0,40.0,325.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-10-01,30.0,30.0,60.0,90.0,-7.0,64.0,109.0,45.0,71.0,41.0,320.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-11-01,10.0,40.0,60.0,100.0,-8.0,62.0,106.0,44.0,70.0,40.0,325.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-12-01,10.0,40.0,70.0,110.0,-4.0,69.0,118.0,49.0,73.0,44.0,335.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-01-01,0.0,30.0,50.0,80.0,-16.0,53.0,101.0,37.0,66.0,34.0,261.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-02-01,10.0,40.0,60.0,100.0,-10.0,61.0,111.0,43.0,68.0,39.0,256.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-01,10.0,40.0,60.0,100.0,-10.0,63.0,114.0,44.0,70.0,40.0,251.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-01,10.0,40.0,60.0,100.0,-9.0,63.0,114.0,44.0,69.0,40.0,261.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-05-01,10.0,40.0,60.0,100.0,-10.0,61.0,103.0,43.0,63.0,39.0,282.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-06-01,20.0,40.0,80.0,120.0,-6.0,73.0,124.0,52.0,72.0,47.0,313.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-07-01,10.0,50.0,80.0,130.0,-1.0,82.0,140.0,59.0,77.0,53.0,338.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-08-01,10.0,60.0,80.0,140.0,1.0,88.0,150.0,63.0,81.0,57.0,332.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-09-01,10.0,40.0,60.0,100.0,-10.0,62.0,113.0,44.0,69.0,40.0,325.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-10-01,30.0,30.0,60.0,90.0,-10.0,64.0,116.0,45.0,71.0,41.0,320.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-11-01,10.0,40.0,60.0,100.0,-12.0,62.0,113.0,44.0,70.0,40.0,325.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-12-01,10.0,40.0,70.0,110.0,-6.0,69.0,126.0,49.0,73.0,44.0,335.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-01-01,0.0,20.0,30.0,50.0,-4.0,42.0,76.0,34.0,46.0,12.0,197.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-02-01,0.0,20.0,30.0,50.0,-4.0,41.0,74.0,33.0,45.0,12.0,193.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-03-01,0.0,20.0,30.0,50.0,-3.0,42.0,75.0,33.0,45.0,12.0,190.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-04-01,10.0,20.0,40.0,60.0,-3.0,44.0,79.0,35.0,47.0,13.0,197.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-05-01,10.0,20.0,40.0,60.0,-1.0,45.0,81.0,36.0,46.0,13.0,212.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-06-01,10.0,20.0,40.0,60.0,0.0,46.0,82.0,36.0,46.0,13.0,236.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-07-01,10.0,20.0,40.0,60.0,0.0,46.0,82.0,36.0,46.0,13.0,252.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-01,10.0,20.0,40.0,60.0,1.0,48.0,86.0,38.0,47.0,14.0,248.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-09-01,10.0,30.0,40.0,70.0,2.0,51.0,91.0,40.0,49.0,15.0,244.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-10-01,20.0,10.0,30.0,40.0,-3.0,43.0,77.0,34.0,46.0,12.0,240.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-11-01,0.0,20.0,30.0,50.0,-4.0,41.0,74.0,33.0,45.0,12.0,243.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-12-01,10.0,20.0,40.0,60.0,2.0,49.0,88.0,39.0,47.0,14.0,250.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-01-01,0.0,20.0,30.0,50.0,-6.0,42.0,85.0,34.0,48.0,12.0,197.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-02-01,0.0,20.0,30.0,50.0,-6.0,41.0,79.0,33.0,45.0,12.0,193.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-01,0.0,20.0,30.0,50.0,-4.0,42.0,80.0,33.0,45.0,12.0,190.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-01,10.0,20.0,40.0,60.0,-4.0,44.0,84.0,35.0,47.0,13.0,197.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-05-01,10.0,20.0,40.0,60.0,-1.0,45.0,80.0,36.0,43.0,13.0,212.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-06-01,10.0,20.0,40.0,60.0,0.0,46.0,81.0,36.0,43.0,13.0,236.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-07-01,10.0,20.0,40.0,60.0,0.0,46.0,81.0,36.0,43.0,13.0,252.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-08-01,10.0,20.0,40.0,60.0,1.0,48.0,85.0,38.0,44.0,14.0,248.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-09-01,10.0,30.0,40.0,70.0,3.0,51.0,97.0,40.0,49.0,15.0,244.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-10-01,20.0,10.0,30.0,40.0,-4.0,43.0,82.0,34.0,46.0,12.0,240.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-11-01,0.0,20.0,30.0,50.0,-6.0,41.0,79.0,33.0,45.0,12.0,243.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-12-01,10.0,20.0,40.0,60.0,3.0,49.0,94.0,39.0,47.0,14.0,250.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-01-01,20.0,10.0,30.0,40.0,10.0,27.0,45.0,18.0,17.0,5.0,821.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-02-01,20.0,10.0,30.0,40.0,11.0,27.0,45.0,18.0,16.0,5.0,818.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-03-01,20.0,10.0,30.0,40.0,11.0,27.0,45.0,18.0,16.0,5.0,816.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-04-01,20.0,20.0,30.0,50.0,12.0,28.0,47.0,19.0,16.0,5.0,820.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-05-01,20.0,20.0,30.0,50.0,12.0,29.0,49.0,20.0,17.0,5.0,829.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-06-01,30.0,20.0,40.0,60.0,17.0,35.0,58.0,23.0,18.0,6.0,843.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-07-01,30.0,20.0,40.0,60.0,17.0,36.0,61.0,25.0,19.0,7.0,854.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-08-01,30.0,20.0,40.0,60.0,20.0,38.0,63.0,25.0,18.0,7.0,851.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-09-01,20.0,20.0,30.0,50.0,12.0,29.0,48.0,19.0,17.0,5.0,848.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-10-01,30.0,20.0,30.0,50.0,14.0,31.0,52.0,21.0,17.0,5.0,846.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-11-01,20.0,10.0,30.0,40.0,8.0,24.0,39.0,15.0,16.0,4.0,848.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-12-01,20.0,10.0,30.0,40.0,10.0,25.0,41.0,16.0,15.0,4.0,851.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-01-01,20.0,10.0,30.0,40.0,16.0,27.0,50.0,18.0,18.0,5.0,821.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-02-01,20.0,10.0,30.0,40.0,16.0,27.0,48.0,18.0,16.0,5.0,818.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-01,20.0,10.0,30.0,40.0,16.0,27.0,48.0,18.0,16.0,5.0,816.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-01,20.0,20.0,30.0,50.0,18.0,28.0,50.0,19.0,16.0,5.0,820.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-05-01,20.0,20.0,30.0,50.0,17.0,29.0,49.0,20.0,16.0,5.0,829.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-06-01,30.0,20.0,40.0,60.0,23.0,35.0,57.0,23.0,17.0,6.0,843.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-07-01,30.0,20.0,40.0,60.0,23.0,36.0,60.0,25.0,18.0,7.0,854.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-08-01,30.0,20.0,40.0,60.0,28.0,38.0,62.0,25.0,17.0,7.0,851.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-09-01,20.0,20.0,30.0,50.0,18.0,29.0,51.0,19.0,17.0,5.0,848.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-10-01,30.0,20.0,30.0,50.0,21.0,31.0,55.0,21.0,17.0,5.0,846.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-11-01,20.0,10.0,30.0,40.0,12.0,24.0,42.0,15.0,16.0,4.0,848.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-12-01,20.0,10.0,30.0,40.0,15.0,25.0,44.0,16.0,15.0,4.0,851.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-01-01,0.0,20.0,40.0,60.0,-8.0,36.0,65.0,29.0,44.0,11.0,169.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-02-01,0.0,20.0,40.0,60.0,-6.0,38.0,68.0,30.0,44.0,11.0,165.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-03-01,0.0,30.0,40.0,70.0,-4.0,42.0,75.0,33.0,46.0,12.0,162.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-04-01,0.0,20.0,40.0,60.0,-9.0,36.0,65.0,29.0,45.0,11.0,169.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-05-01,0.0,30.0,40.0,70.0,-3.0,42.0,76.0,34.0,45.0,12.0,182.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-06-01,0.0,30.0,40.0,70.0,-3.0,43.0,78.0,35.0,46.0,13.0,204.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
